latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp
26.481,-80.646,344.9,1.6,1.2,2001-01-01,1601,T,93,5.1,291.2,120.6
26.479,-80.63,327.8,1.6,1.2,2001-01-01,1601,T,81,5.1,291.6,64.7
29.295,-91.205,349.3,1.1,1.1,2001-01-02,438,T,100,5.1,270.5,98.4
38.018,-77.88,321.8,1.5,1.2,2001-01-02,1641,T,74,5.1,274.4,65.5
35.086,-79.654,311.6,1.4,1.2,2001-01-02,1641,T,50,5.1,276.6,37.1
32.775,-82.831,342.9,1.1,1,2001-01-02,1642,T,91,5.1,280.7,74.4
32.395,-81.646,333,1.2,1.1,2001-01-02,1642,T,85,5.1,279,61.5
32.392,-81.639,320.4,1.2,1.1,2001-01-02,1642,T,73,5.1,278.7,40.1
31.818,-84.573,313.5,1,1,2001-01-02,1643,T,58,5.1,277.2,23.8
31.254,-84.509,310.4,1,1,2001-01-02,1643,T,38,5.1,278.5,20.8
30.661,-84.201,325,1,1,2001-01-02,1643,T,78,5.1,278.7,38.5
30.487,-85.743,313.3,1,1,2001-01-02,1643,T,57,5.1,277.1,23.8
30.486,-85.733,342.4,1,1,2001-01-02,1643,T,91,5.1,278.6,65.4
29.985,-91.776,320.5,1.8,1.3,2001-01-02,1643,T,73,5.1,270.7,79.5
26.85,-80.501,311.5,1.8,1.3,2001-01-02,1644,T,49,5.1,289.5,31.9
26.847,-80.483,313.2,1.8,1.3,2001-01-02,1644,T,57,5.1,291.1,36.2
26.872,-81.118,343.6,1.6,1.3,2001-01-02,1644,T,92,5.1,290.5,122.8
26.869,-81.102,331.5,1.6,1.3,2001-01-02,1644,T,84,5.1,289.8,80
26.861,-81.121,311.4,1.6,1.3,2001-01-02,1644,T,49,5.1,288.6,30.4
43.796,-103.25,321,1.1,1.1,2001-01-02,1818,T,73,5.1,280.3,38.1
43.794,-103.236,316.7,1.1,1.1,2001-01-02,1818,T,66,5.1,279.4,31.8
37.701,-109.307,312.9,1,1,2001-01-02,1820,T,56,5.1,280,22.4
33.413,-110.863,317.4,1,1,2001-01-02,1821,T,68,5.1,290.6,22.1
33.006,-105.662,309.9,1,1,2001-01-03,522,T,68,5.1,265.3,25.6
33.015,-105.664,319.7,1,1,2001-01-03,522,T,99,5.1,266.3,35.8
33.013,-105.674,319.2,1,1,2001-01-03,522,T,98,5.1,265.8,35.1
33.022,-105.676,321.1,1,1,2001-01-03,522,T,100,5.1,266.4,37.2
33.031,-105.678,325.6,1,1,2001-01-03,522,T,100,5.1,266.6,43.5
33.04,-105.68,330.6,1,1,2001-01-03,522,T,23,5.1,266.7,46.6
33.413,-110.859,310.3,1.6,1.2,2001-01-03,523,T,70,5.1,276.2,43.9
33.41,-110.875,308.8,1.6,1.2,2001-01-03,523,T,63,5.1,276.7,40.8
33.414,-110.865,321,1.6,1.2,2001-01-03,523,T,100,5.1,276.6,65.1
35.276,-76.792,310.8,1.8,1.3,2001-01-03,1546,T,43,5.1,275.7,49.2
26.81,-80.628,315.9,2.6,1.6,2001-01-03,1549,T,49,5.1,288.4,78.1
26.819,-80.634,319.3,2.6,1.6,2001-01-03,1549,T,67,5.1,288.5,93.8
26.766,-80.509,327.9,2.5,1.5,2001-01-03,1549,T,81,5.1,289.7,130.5
26.763,-80.484,343.8,2.5,1.5,2001-01-03,1549,T,92,5.1,290.2,230.4
26.637,-81.452,328.6,3,1.6,2001-01-03,1549,T,82,5.1,287.6,174.9
26.636,-81.458,321.5,3,1.6,2001-01-03,1549,T,74,5.1,287.2,128.2
31.81,-88.623,311.8,2.1,1.4,2001-01-03,1725,T,48,5.1,268.4,74.4
32.099,-97.403,328.7,1,1,2001-01-03,1726,T,82,5.1,281.5,43.8
32.158,-100.264,311,1.4,1.2,2001-01-03,1726,T,45,5.1,281.2,31.6
36.77,-118.86,341.8,1,1,2001-01-03,1903,T,91,5.1,289.5,61.8
34.095,-117.533,310,1.1,1.1,2001-01-03,1904,T,22,5.1,298.8,7.1
32.832,-116.676,336.3,1.3,1.1,2001-01-03,1904,T,86,5.1,302.1,58.3
32.83,-116.663,350.7,1.3,1.1,2001-01-03,1904,T,95,5.1,300.2,99.8
32.829,-116.718,353.8,1.3,1.1,2001-01-03,1904,T,97,5.1,297.1,109.6
32.827,-116.705,351.2,1.3,1.1,2001-01-03,1904,T,96,5.1,301.1,100.5
32.822,-116.679,415.3,1.3,1.1,2001-01-03,1904,T,100,5.1,316.8,503.2
32.82,-116.666,454.3,1.3,1.1,2001-01-03,1904,T,100,5.1,325.3,"1,082.7"
32.821,-116.733,312.4,1.3,1.1,2001-01-03,1904,T,54,5.1,292.9,19.6
32.819,-116.72,341,1.3,1.1,2001-01-03,1904,T,90,5.1,299.9,72.4
32.817,-116.707,331.8,1.3,1.1,2001-01-03,1904,T,41,5.1,299.7,46.2
32.812,-116.682,357.1,1.3,1.1,2001-01-03,1904,T,98,5.1,302.4,116.2
32.81,-116.669,341.9,1.3,1.1,2001-01-03,1904,T,91,5.1,295.7,69.1
32.537,-115.202,310.5,1.6,1.2,2001-01-03,1904,T,39,5.1,295.3,18.8
32.82,-116.726,335.9,1.3,1.1,2001-01-03,1904,T,80,5.1,297.6,58.6
32.817,-116.713,333,1.3,1.1,2001-01-03,1904,T,54,5.1,300.2,49.3
32.815,-116.7,328.7,1.3,1.1,2001-01-03,1904,T,39,5.1,298.4,37.4
32.813,-116.687,345.1,1.3,1.1,2001-01-03,1904,T,93,5.1,301.8,77.3
32.811,-116.674,354.6,1.3,1.1,2001-01-03,1904,T,97,5.1,300.7,105.8
32.81,-116.728,337,1.3,1.1,2001-01-03,1904,T,77,5.1,294.7,58.5
32.808,-116.715,344.1,1.3,1.1,2001-01-03,1904,T,86,5.1,303,72.5
32.805,-116.703,429.2,1.3,1.1,2001-01-03,1904,T,100,5.1,328.3,666.6
32.803,-116.689,500,1.3,1.1,2001-01-03,1904,T,100,5.1,348.5,"2,373.7"
32.801,-116.676,337.2,1.3,1.1,2001-01-03,1904,T,87,5.1,299.6,56.7
32.802,-116.743,340.5,1.3,1.1,2001-01-03,1904,T,90,5.1,293.5,70.7
32.8,-116.73,366,1.3,1.1,2001-01-03,1904,T,100,5.1,298.4,155.7
32.798,-116.717,388,1.3,1.1,2001-01-03,1904,T,100,5.1,304.6,271.9
32.795,-116.704,455.1,1.3,1.1,2001-01-03,1904,T,100,5.1,316,"1,091.1"
32.793,-116.691,457.8,1.3,1.1,2001-01-03,1904,T,100,5.1,310.3,"1,151.4"
32.789,-116.665,313,1.3,1.1,2001-01-03,1904,T,36,5.1,294.4,15.4
32.79,-116.732,315.5,1.3,1.1,2001-01-03,1904,T,64,5.1,292.3,20.7
32.788,-116.719,314.7,1.3,1.1,2001-01-03,1904,T,62,5.1,294,18.7
32.177,-116.654,320.7,1.3,1.1,2001-01-03,1904,T,73,5.1,298.3,29
31.856,-116.478,316.1,1.4,1.2,2001-01-03,1904,T,61,5.1,299.7,21.6
31.098,-116.044,322.2,1.5,1.2,2001-01-03,1905,T,75,5.1,301.6,35.3
30.846,-115.99,313.1,1.5,1.2,2001-01-03,1905,T,57,5.1,302.9,14.7
29.891,-93.975,307.8,1.2,1.1,2001-01-04,426,T,57,5.1,272.3,29.3
32.759,-116.798,309,1,1,2001-01-04,605,T,64,5.1,286.3,16.3
32.768,-116.8,345.4,1,1,2001-01-04,605,T,100,5.1,295,67.6
32.766,-116.81,406.5,1,1,2001-01-04,605,T,100,5.1,306.5,305.9
32.765,-116.821,314.5,1,1,2001-01-04,605,T,85,5.1,289.1,21.2
32.793,-116.691,309,1,1,2001-01-04,605,T,64,5.1,285.6,18.6
32.778,-116.797,337.5,1,1,2001-01-04,605,T,100,5.1,289.2,54.7
32.776,-116.808,380.4,1,1,2001-01-04,605,T,100,5.1,298.3,173.5
32.774,-116.819,322.3,1,1,2001-01-04,605,T,100,5.1,287.7,32.5
32.804,-116.683,311.3,1,1,2001-01-04,605,T,75,5.1,284.6,20.2
32.802,-116.693,311.9,1,1,2001-01-04,605,T,77,5.1,284.3,20.5
32.794,-116.746,339.6,1,1,2001-01-04,605,T,100,5.1,284.5,58.5
32.793,-116.757,365.1,1,1,2001-01-04,605,T,100,5.1,287.4,119.2
36.803,-79.348,346.9,1,1,2001-01-04,1629,T,71,5.1,273.1,76.1
36.15,-78.199,311,1.1,1.1,2001-01-04,1629,T,46,5.1,277.6,25.2
35.096,-79.331,320.1,1.1,1,2001-01-04,1629,T,72,5.1,279.9,33.5
35.021,-79.613,315.7,1,1,2001-01-04,1629,T,64,5.1,279.4,26
35.012,-79.615,317.3,1,1,2001-01-04,1629,T,68,5.1,279,28.2
34.601,-78.487,339.1,1.1,1.1,2001-01-04,1629,T,89,5.1,280.6,72.3
34.599,-78.475,317.1,1.1,1.1,2001-01-04,1629,T,67,5.1,277.3,33.9
34.596,-78.482,333.6,1.1,1.1,2001-01-04,1629,T,86,5.1,280,61.6
34.952,-81.99,321,1,1,2001-01-04,1629,T,73,5.1,280.9,30.2
34.95,-81.979,323.2,1,1,2001-01-04,1629,T,76,5.1,280.7,33.1
34.521,-79.962,311.2,1,1,2001-01-04,1629,T,28,5.1,279.6,19.9
34.513,-79.975,315.5,1,1,2001-01-04,1629,T,42,5.1,279.7,24.3
34.512,-79.964,379.9,1,1,2001-01-04,1629,T,100,5.1,286.8,178.2
34.51,-79.953,316.5,1,1,2001-01-04,1629,T,50,5.1,278,25.7
33.153,-82.965,312.3,1,1,2001-01-04,1630,T,54,5.1,279.7,23.3
32.371,-82.378,321.5,1,1,2001-01-04,1630,T,74,5.1,280.6,32.3
31.959,-82.075,310.9,1,1,2001-01-04,1630,T,44,5.1,280,19.9
31.519,-84.083,311.1,1.1,1,2001-01-04,1630,T,46,5.1,282.8,20.3
31.461,-84.001,318.9,1.1,1,2001-01-04,1630,T,70,5.1,280,30.7
31.189,-83.274,318.7,1,1,2001-01-04,1630,T,70,5.1,280.2,28.4
31.566,-87.382,314,1.6,1.2,2001-01-04,1630,T,60,5.1,278.5,48
30.921,-83.664,312.5,1,1,2001-01-04,1630,T,55,5.1,281.6,21.5
30.679,-83.114,337.8,1,1,2001-01-04,1630,T,88,5.1,284.5,56
30.918,-85.705,318.8,1.2,1.1,2001-01-04,1631,T,70,5.1,279.5,38.9
30.49,-83.279,320.4,1,1,2001-01-04,1631,T,73,5.1,284.1,27.2
28.444,-81.843,335.1,1,1,2001-01-04,1631,T,87,5.1,286.1,49.2
27.503,-81.039,325.1,1.1,1,2001-01-04,1631,T,78,5.1,287.9,36.9
27.635,-81.992,336.9,1,1,2001-01-04,1631,T,88,5.1,286.4,53.5
27.4,-82.505,312.9,1,1,2001-01-04,1631,T,56,5.1,288.3,18
26.893,-80.556,313.1,1.2,1.1,2001-01-04,1631,T,57,5.1,289.1,21.9
26.869,-81.119,311.3,1.1,1,2001-01-04,1631,T,47,5.1,289.6,17.8
26.796,-81.088,317.8,1.1,1.1,2001-01-04,1631,T,68,5.1,289.1,25.7
26.795,-81.077,346.2,1.1,1.1,2001-01-04,1631,T,93,5.1,291.6,77.4
26.785,-81.079,334.1,1.1,1.1,2001-01-04,1631,T,86,5.1,289.4,51.1
26.573,-80.799,343.2,1.2,1.1,2001-01-04,1631,T,92,5.1,290.2,74.7
26.282,-81.16,311.4,1.1,1.1,2001-01-04,1632,T,49,5.1,287.9,19.8
28.446,-81.845,305.2,1.7,1.3,2001-01-05,330,T,22,5.1,271.9,42.6
25.72,-100.299,305.4,1,1,2001-01-05,508,T,30,5.1,282.7,14.8
29.372,-94.937,308.4,1.9,1.4,2001-01-05,509,T,60,5.1,279.8,52.5
41.117,-123.573,331.4,1.6,1.2,2001-01-05,651,T,100,5.1,280.1,89.5
35.549,-80.178,317.8,3.8,1.8,2001-01-05,1712,T,69,5.1,277.6,199.6
35.932,-89.713,311.8,1.1,1,2001-01-05,1712,T,51,5.1,281.8,22.2
34.105,-89.012,311.6,1.2,1.1,2001-01-05,1713,T,50,5.1,282.8,23.4
34.096,-89.015,318.3,1.2,1.1,2001-01-05,1713,T,69,5.1,283.4,33
33.19,-84.785,316.1,2.2,1.4,2001-01-05,1713,T,65,5.1,282.5,78.5
33.224,-86.617,311.2,1.7,1.3,2001-01-05,1713,T,47,5.1,283.7,40.9
33.22,-86.599,310.1,1.7,1.3,2001-01-05,1713,T,27,5.1,283.9,38.3
33.652,-89.364,318.5,1.2,1.1,2001-01-05,1713,T,70,5.1,282.8,32.1
33.649,-89.371,313.7,1.2,1.1,2001-01-05,1713,T,59,5.1,283.3,26.9
32.646,-85.832,313.6,1.9,1.4,2001-01-05,1713,T,59,5.1,283.8,57.7
32.642,-85.812,313.5,2,1.4,2001-01-05,1713,T,58,5.1,282.7,57.4
32.738,-89.587,354,1.2,1.1,2001-01-05,1713,T,97,5.1,287.5,111
32.736,-89.574,326,1.2,1.1,2001-01-05,1713,T,79,5.1,285.3,44.7
31.922,-90.421,314,1.1,1.1,2001-01-05,1713,T,60,5.1,287.7,23.1
31.92,-90.409,313.6,1.1,1.1,2001-01-05,1713,T,59,5.1,287.6,22.6
32.922,-98.171,313.7,1.6,1.3,2001-01-05,1713,T,59,5.1,286.5,38.4
31.485,-89.372,316.5,1.3,1.1,2001-01-05,1713,T,66,5.1,288.3,31
30.876,-86.652,310.8,1.9,1.3,2001-01-05,1713,T,43,5.1,287.1,42.4
31.216,-89.076,310.4,1.3,1.1,2001-01-05,1713,T,38,5.1,288.2,24.3
30.33,-85.531,347.7,2.3,1.5,2001-01-05,1713,T,94,5.1,288.2,241.3
30.325,-85.508,313.2,2.3,1.5,2001-01-05,1713,T,57,5.1,286.7,63.6
30.332,-85.535,335.2,2.3,1.5,2001-01-05,1713,T,87,5.1,287.9,160.4
30.328,-85.512,327.8,2.3,1.5,2001-01-05,1713,T,81,5.1,287.6,121.9
31.088,-92.394,310.6,1,1,2001-01-05,1714,T,41,5.1,291.4,13.9
31.049,-92.937,350.9,1,1,2001-01-05,1714,T,96,5.1,292.5,74.1
31.043,-92.959,317.4,1,1,2001-01-05,1714,T,44,5.1,289.9,19.8
31.042,-92.949,316.9,1,1,2001-01-05,1714,T,41,5.1,289,19
31.034,-92.961,324.6,1,1,2001-01-05,1714,T,61,5.1,290.2,28.6
30.842,-92.537,312.6,1,1,2001-01-05,1714,T,55,5.1,289.4,17.7
28.453,-81.848,311.7,4.5,2,2001-01-05,1714,T,50,5.1,288.4,148.4
30.254,-92.199,360.6,1,1,2001-01-05,1714,T,100,5.1,292,104.3
30.083,-91.986,335.1,1,1,2001-01-05,1714,T,87,5.1,291,47
30.074,-91.988,323.7,1,1,2001-01-05,1714,T,77,5.1,291,29.9
29.746,-90.652,318.7,1.2,1.1,2001-01-05,1714,T,70,5.1,291,28.4
29.744,-90.641,314,1.2,1.1,2001-01-05,1714,T,60,5.1,290.5,22
29.683,-90.457,319.1,1.2,1.1,2001-01-05,1714,T,71,5.1,289.6,30.6
29.828,-91.485,311.1,1.1,1,2001-01-05,1714,T,46,5.1,291.4,16.3
30.605,-98.438,316.1,1.6,1.2,2001-01-05,1714,T,57,5.1,290.2,39.3
26.714,-98.195,318.3,1.4,1.2,2001-01-05,1715,T,69,5.1,293.5,27.1
26.717,-98.187,311.2,1.4,1.2,2001-01-05,1715,T,44,5.1,293.5,15.3
39.03,-122.314,311.3,1.8,1.3,2001-01-05,1850,T,48,5.1,289.1,38.4
29.651,-92.166,306,1.5,1.2,2001-01-06,413,T,40,5.1,279.4,29.5
29.657,-92.159,306.4,1.5,1.2,2001-01-06,413,T,45,5.1,279.7,29
29.655,-92.173,306.1,1.5,1.2,2001-01-06,413,T,42,5.1,279.5,29.2
29.694,-92.137,309.1,1.5,1.2,2001-01-06,413,T,33,5.1,278.9,31.3
29.832,-93.157,305.7,1.7,1.3,2001-01-06,413,T,34,5.1,280,33.1
29.843,-93.16,326.6,1.7,1.3,2001-01-06,413,T,100,5.1,280,82.4
29.845,-93.149,317,1.7,1.3,2001-01-06,413,T,75,5.1,280.7,54
29.842,-93.166,324.2,1.7,1.3,2001-01-06,413,T,100,5.1,279.4,73.3
35.356,-76.784,314,1,1,2001-01-06,1617,T,60,5.1,281.4,23.4
35.556,-79.845,313.9,1.1,1,2001-01-06,1617,T,59,5.1,281,24.8
35.377,-79.334,312.8,1,1,2001-01-06,1617,T,56,5.1,281,22.7
35.133,-81.264,341.7,1.2,1.1,2001-01-06,1617,T,91,5.1,283,79.3
35.132,-81.271,334.3,1.2,1.1,2001-01-06,1617,T,86,5.1,282.8,63.3
35.13,-81.258,317.7,1.2,1.1,2001-01-06,1617,T,68,5.1,282.4,33.4
33.947,-80.483,310.2,1.1,1,2001-01-06,1617,T,31,5.1,283.3,19
33.526,-80.194,320,1.1,1,2001-01-06,1617,T,0,5.1,283.3,31
32.024,-83.724,330.1,1.5,1.2,2001-01-06,1618,T,83,5.1,285.4,72.9
31.688,-83.362,326.4,1.4,1.2,2001-01-06,1618,T,80,5.1,285.9,57
31.198,-83.54,313.5,1.4,1.2,2001-01-06,1618,T,58,5.1,285.7,30.3
31.191,-83.533,318.4,1.4,1.2,2001-01-06,1618,T,70,5.1,285,38.9
30.32,-82.041,328.9,1.2,1.1,2001-01-06,1618,T,82,5.1,288.2,46.3
29.32,-82.521,310.1,1.2,1.1,2001-01-06,1618,T,30,5.1,292.6,14.7
28.45,-81.842,312.1,1.1,1,2001-01-06,1619,T,52,5.1,295.4,15.3
26.741,-80.525,319.9,1,1,2001-01-06,1619,T,72,5.1,296.3,20.8
26.739,-80.515,333.8,1,1,2001-01-06,1619,T,86,5.1,294.3,40.2
26.795,-81.099,344.3,1,1,2001-01-06,1619,T,92,5.1,296.6,58.8
26.794,-81.089,326.8,1,1,2001-01-06,1619,T,80,5.1,295.8,28.2
26.786,-81.101,321.5,1,1,2001-01-06,1619,T,74,5.1,297.4,22.9
26.785,-81.091,313.6,1,1,2001-01-06,1619,T,59,5.1,297.2,13.1
26.747,-81.478,316.3,1,1,2001-01-06,1619,T,66,5.1,290.7,18.9
26.578,-80.8,388.9,1,1,2001-01-06,1619,T,100,5.1,301.4,200.8
26.576,-80.79,338.1,1,1,2001-01-06,1619,T,89,5.1,295.5,46.7
26.565,-80.711,377.3,1,1,2001-01-06,1619,T,100,5.1,299.2,150.8
26.563,-80.701,341.6,1,1,2001-01-06,1619,T,91,5.1,295.7,52.3
26.556,-80.712,328.4,1,1,2001-01-06,1619,T,81,5.1,293.3,31.1
26.555,-80.702,321.4,1,1,2001-01-06,1619,T,74,5.1,295.5,22.1
26.523,-80.484,333,1,1,2001-01-06,1619,T,85,5.1,295.4,38.7
26.522,-80.474,333.4,1,1,2001-01-06,1619,T,85,5.1,296.8,39.3
37.862,-97.576,310.1,1.3,1.1,2001-01-06,1755,T,25,5.1,281.3,25.7
38.157,-101.213,368.2,1,1,2001-01-06,1755,T,100,5.1,289.1,124.2
38.155,-101.201,320.3,1,1,2001-01-06,1755,T,72,5.1,288.3,24.5
32.524,-98.324,310.6,1.5,1.2,2001-01-06,1756,T,40,5.1,288.7,27.3
31.354,-95.379,328.7,2.5,1.5,2001-01-06,1756,T,82,5.1,291.4,134.6
29.842,-93.163,343,3.9,1.8,2001-01-06,1757,T,92,5.1,290.4,432.8
29.851,-93.165,329.8,3.9,1.8,2001-01-06,1757,T,83,5.1,289,276.4
29.835,-93.17,326.5,3.9,1.8,2001-01-06,1757,T,80,5.1,289.6,239.6
28.227,-105.495,316,1,1,2001-01-06,1758,T,65,5.1,296.9,13.8
26.882,-101.453,316.6,1.3,1.1,2001-01-06,1758,T,66,5.1,297,18.6
26.023,-97.667,354.4,2.3,1.5,2001-01-06,1758,T,97,5.1,296.6,270
26.019,-97.645,322.2,2.3,1.5,2001-01-06,1758,T,75,5.1,294.9,70.6
46.593,-123.912,314.1,1,1,2001-01-06,1931,T,46,5.1,280.1,24.4
41.165,-123.63,310.8,1.1,1,2001-01-06,1933,T,44,5.1,282.6,21.8
40.414,-124.32,314.2,1,1,2001-01-06,1933,T,60,5.1,287,20.4
39.426,-122.277,314.4,1.3,1.1,2001-01-06,1933,T,61,5.1,290.1,25.3
26.966,-81.107,311.3,2.6,1.5,2001-01-07,317,T,52,5.1,276,86.7
42.882,-123.963,329,1.1,1.1,2001-01-07,639,T,100,5.1,276.5,51.8
42.88,-123.977,311.2,1.1,1.1,2001-01-07,639,T,74,5.1,276.8,26
38.694,-90.135,318,1.1,1,2001-01-07,1659,T,69,5.1,278.6,33.9
32.883,-84.048,316.6,1.6,1.2,2001-01-07,1700,T,66,5.1,277.7,49.3
32.227,-86.893,321.3,1.2,1.1,2001-01-07,1701,T,74,5.1,288.9,32.2
30.848,-87.045,310.7,1.2,1.1,2001-01-07,1701,T,42,5.1,290.5,18
27.344,-81.751,311.5,3,1.7,2001-01-07,1702,T,49,5.1,295.8,55.3
27.344,-81.758,314.1,3,1.7,2001-01-07,1702,T,59,5.1,296,65.7
26.479,-80.519,310.1,3.8,1.8,2001-01-07,1702,T,21,5.1,295.2,70.9
26.473,-80.528,314.4,3.8,1.8,2001-01-07,1702,T,61,5.1,298.2,101.9
26.427,-81.039,318.1,3.6,1.8,2001-01-07,1702,T,69,5.1,295.2,108.1
26.412,-81.043,343.1,3.6,1.8,2001-01-07,1702,T,92,5.1,296,342.9
26.404,-81.009,318.7,3.6,1.8,2001-01-07,1702,T,70,5.1,295.9,111.6
26.418,-81.049,345.1,3.6,1.8,2001-01-07,1702,T,93,5.1,296.8,375.7
26.411,-81.014,330.1,3.6,1.8,2001-01-07,1702,T,83,5.1,295.6,214.6
33.414,-110.87,313.4,1.2,1.1,2001-01-07,1839,T,58,5.1,289.5,21.9
33.412,-110.857,312.8,1.2,1.1,2001-01-07,1839,T,56,5.1,289.1,21.2
32.489,-115.207,327,1,1,2001-01-07,1840,T,80,5.1,285.2,33.7
32.488,-115.196,333.5,1,1,2001-01-07,1840,T,85,5.1,285.4,44
27.703,-80.678,314.9,1.2,1.1,2001-01-08,400,T,87,5.1,275.5,36.2
27.713,-80.481,311.4,1.3,1.1,2001-01-08,1607,T,48,5.1,294.3,15.1
26.844,-80.613,312.4,1.3,1.1,2001-01-08,1607,T,47,5.1,272.9,27
26.842,-80.601,324.7,1.3,1.1,2001-01-08,1607,T,78,5.1,273,47.7
26.843,-80.607,325.8,1.3,1.1,2001-01-08,1607,T,78,5.1,273,48.3
26.609,-80.526,326.1,1.3,1.1,2001-01-08,1607,T,79,5.1,296.4,36.4
26.608,-80.513,338.4,1.3,1.1,2001-01-08,1607,T,89,5.1,297.2,62.5
26.562,-80.641,338.9,1.3,1.1,2001-01-08,1607,T,89,5.1,295.2,65
26.561,-80.628,348.6,1.3,1.1,2001-01-08,1607,T,94,5.1,298,92.2
26.531,-80.468,317,1.2,1.1,2001-01-08,1607,T,67,5.1,297.9,21.1
26.529,-80.455,310.2,1.2,1.1,2001-01-08,1607,T,27,5.1,297.4,12.5
26.474,-80.501,311.6,1.2,1.1,2001-01-08,1607,T,47,5.1,298.8,9.1
40.973,-98.46,320.8,1,1,2001-01-08,1742,T,73,5.1,276.2,32
36.472,-104.965,323,1.6,1.2,2001-01-08,1743,T,76,5.1,281.6,64.9
31.739,-93.254,315.6,2.1,1.4,2001-01-08,1744,T,64,5.1,284.7,71.3
31.864,-94.875,313.6,1.7,1.3,2001-01-08,1744,T,58,5.1,285.7,42.9
32.109,-97.412,318.1,1.2,1.1,2001-01-08,1744,T,69,5.1,286.2,29.4
32.847,-104.391,320.7,1.3,1.1,2001-01-08,1744,T,73,5.1,285.6,40
32.008,-100.4,335.5,1,1,2001-01-08,1744,T,87,5.1,287.9,47.6
33.002,-110.763,312.7,3.5,1.8,2001-01-08,1744,T,55,5.1,287.2,102.6
36.352,-79.442,316.5,1.6,1.3,2001-01-09,1647,T,66,5.1,275.2,56.2
36.341,-79.445,321.8,1.6,1.3,2001-01-09,1647,T,74,5.1,274.9,70.1
30.85,-84.396,316.3,1.1,1.1,2001-01-09,1649,T,66,5.1,280.9,30.2
31.105,-86.533,319,1,1,2001-01-09,1649,T,71,5.1,280.7,28.6
31.104,-86.523,314.5,1,1,2001-01-09,1649,T,61,5.1,279.6,23.5
30.42,-85.855,328.8,1,1,2001-01-09,1649,T,82,5.1,282.2,43.5
30.419,-85.845,316.2,1,1,2001-01-09,1649,T,65,5.1,281,26.6
31.029,-92.323,310.7,1.6,1.3,2001-01-09,1649,T,42,5.1,285,32.1
26.687,-80.908,315.4,2.2,1.4,2001-01-09,1650,T,64,5.1,287.8,59.8
26.687,-80.915,311.4,2.2,1.4,2001-01-09,1650,T,48,5.1,287.9,43.4
26.564,-80.696,322.8,2.3,1.5,2001-01-09,1650,T,76,5.1,287.7,94.1
26.56,-80.673,323.5,2.3,1.5,2001-01-09,1650,T,76,5.1,287.3,97.3
26.887,-101.459,310.6,1.2,1.1,2001-01-10,1733,T,40,5.1,292.1,13.7
26.881,-101.412,310.3,1.2,1.1,2001-01-10,1733,T,36,5.1,291.7,14.7
36.662,-78.191,341.1,1.3,1.1,2001-01-11,1635,T,90,5.1,282.3,87.4
34.339,-79.016,345.4,1.3,1.1,2001-01-11,1635,T,93,5.1,284.9,97.7
32.709,-81.769,311.8,1,1,2001-01-11,1636,T,51,5.1,285.9,18.4
31.711,-82.008,337,1,1,2001-01-11,1636,T,88,5.1,286.5,55
31.709,-81.998,311,1.1,1,2001-01-11,1636,T,45,5.1,285.7,18
31.763,-82.635,319.1,1,1,2001-01-11,1636,T,71,5.1,285.3,26.8
30.11,-83.244,316.7,1,1,2001-01-11,1636,T,66,5.1,290.4,20.2
29.706,-82.55,313.7,1.1,1,2001-01-11,1637,T,59,5.1,290.9,17.3
29.541,-82.39,320.1,1.1,1,2001-01-11,1637,T,69,5.1,290.2,26.6
29.419,-81.968,317.2,1.1,1,2001-01-11,1637,T,67,5.1,293.2,22.7
29.535,-82.816,312.7,1,1,2001-01-11,1637,T,55,5.1,294.4,13.2
28.312,-82.227,320.8,1.1,1,2001-01-11,1637,T,73,5.1,295.4,25.3
28.31,-82.216,328.5,1.1,1.1,2001-01-11,1637,T,81,5.1,295,36.8
27.959,-81.656,328.2,1.2,1.1,2001-01-11,1637,T,81,5.1,295.1,41.9
27.808,-81.192,325,1.3,1.1,2001-01-11,1637,T,78,5.1,293,37.2
27.417,-82.414,313.1,1.1,1.1,2001-01-11,1637,T,57,5.1,294.4,14.6
27.415,-82.403,316.2,1.1,1.1,2001-01-11,1637,T,65,5.1,294.7,18.1
27.09,-81.685,312.4,1.2,1.1,2001-01-11,1637,T,54,5.1,297.4,11.6
44.987,-104.582,348.2,1,1,2001-01-11,1811,T,94,5.1,276.8,77.2
37.155,-105.266,310.9,1,1,2001-01-11,1813,T,45,5.1,270.5,24.2
35.447,-111.771,310.7,1.4,1.2,2001-01-11,1814,T,42,5.1,274.9,36.8
26.499,-108.679,314.1,1,1,2001-01-11,1816,T,60,5.1,301.4,10.3
26.887,-101.46,307.3,1,1,2001-01-12,514,T,53,5.1,276.7,18.8
26.66,-80.698,337.4,3.4,1.7,2001-01-12,1542,T,88,5.1,291.6,269.9
26.618,-80.566,312.5,3.3,1.7,2001-01-12,1542,T,54,5.1,291,63.4
26.48,-80.902,336.1,3.5,1.8,2001-01-12,1542,T,87,5.1,291.5,268.2
26.471,-80.908,331.3,3.5,1.8,2001-01-12,1542,T,84,5.1,291.1,225
26.468,-80.873,314.5,3.5,1.8,2001-01-12,1542,T,61,5.1,290.6,90.9
37.189,-78.582,313.2,1,1,2001-01-13,1622,T,57,5.1,280.6,22
35.515,-77.405,310.6,1.1,1,2001-01-13,1622,T,41,5.1,285.4,17.8
35.759,-80.648,318.1,1,1,2001-01-13,1623,T,69,5.1,281.8,27.9
