latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp
33.402,-82.147,310.9,2.1,1.4,2001-02-08,1700,T,44,5.1,289.9,38.1
33.397,-82.125,328.2,2.1,1.4,2001-02-08,1700,T,81,5.1,290.9,97.1
33.919,-85.181,338,1.3,1.1,2001-02-08,1700,T,89,5.1,276.8,79.5
33.082,-81.323,311.7,2.4,1.5,2001-02-08,1700,T,50,5.1,285.9,53.1
33.073,-81.331,324.2,2.4,1.5,2001-02-08,1700,T,77,5.1,285.9,96.9
32.732,-80.36,318.5,2.8,1.6,2001-02-08,1700,T,70,5.1,284.4,100.8
32.729,-80.368,312.4,2.8,1.6,2001-02-08,1700,T,54,5.1,284.1,75.5
33.109,-83.074,321.5,1.8,1.3,2001-02-08,1700,T,74,5.1,288.4,64.1
33.105,-83.055,316.7,1.8,1.3,2001-02-08,1700,T,66,5.1,288.8,50
33.139,-85.201,318.3,1.4,1.2,2001-02-08,1700,T,69,5.1,293.1,31.9
33.689,-88.927,342.9,1,1,2001-02-08,1700,T,86,5.1,281.3,61.7
33.852,-90.856,313.3,1,1,2001-02-08,1700,T,57,5.1,290.8,14
33.13,-86.144,318.9,1.2,1.1,2001-02-08,1700,T,70,5.1,275.9,33.2
33.127,-86.131,332.3,1.2,1.1,2001-02-08,1700,T,85,5.1,278.2,57.2
32.227,-81.948,310,2.3,1.5,2001-02-08,1700,T,23,5.1,294.6,35.4
32.222,-81.925,315.5,2.3,1.5,2001-02-08,1700,T,64,5.1,294.2,53.8
32.822,-86.381,324.7,1.2,1.1,2001-02-08,1700,T,78,5.1,293.5,35.8
32.953,-87.184,314.2,1.1,1,2001-02-08,1700,T,60,5.1,293.4,18.2
32.951,-87.172,312.7,1.1,1,2001-02-08,1700,T,55,5.1,293.5,16.2
32.819,-87.05,327,1.1,1.1,2001-02-08,1700,T,80,5.1,293.8,37
33.48,-92.049,311.4,1.1,1.1,2001-02-08,1700,T,48,5.1,291.4,14.3
32.097,-84.534,318.2,1.6,1.2,2001-02-08,1700,T,69,5.1,290,40.3
32.727,-88.559,316.9,1,1,2001-02-08,1700,T,67,5.1,292.9,19.6
32.718,-88.561,395.3,1,1,2001-02-08,1700,T,100,5.1,299.9,240.2
32.717,-88.55,332.9,1,1,2001-02-08,1700,T,85,5.1,293.7,40.5
32.793,-89.36,315.1,1,1,2001-02-08,1700,T,63,5.1,290.8,16.7
32.129,-85.566,313.5,1.4,1.2,2001-02-08,1700,T,58,5.1,290.6,22.8
32.306,-88.057,331.3,1.1,1,2001-02-08,1700,T,84,5.1,293.5,39.6
32.304,-88.046,316.6,1.1,1,2001-02-08,1700,T,60,5.1,291.7,18.9
32.297,-88.059,317,1.1,1,2001-02-08,1700,T,67,5.1,292.3,19.8
32.295,-88.048,316.3,1.1,1,2001-02-08,1700,T,65,5.1,291.3,19.1
32.21,-87.797,321.3,1.1,1,2001-02-08,1700,T,74,5.1,292.6,26.3
31.538,-84.222,312.1,1.7,1.3,2001-02-08,1700,T,53,5.1,293.9,23.7
31.192,-82.487,330.3,2.2,1.4,2001-02-08,1700,T,83,5.1,295.6,113.8
31.187,-82.464,320.6,2.2,1.4,2001-02-08,1700,T,73,5.1,295,71.4
30.944,-82.128,313.3,2.4,1.5,2001-02-08,1700,T,58,5.1,294.2,49.6
31.794,-87.195,321.5,1.1,1.1,2001-02-08,1700,T,74,5.1,293.3,28.5
31.757,-87.203,318.5,1.1,1.1,2001-02-08,1700,T,70,5.1,293.9,23.3
31.755,-87.191,317,1.1,1.1,2001-02-08,1700,T,67,5.1,293.5,21.3
31.751,-87.198,324,1.1,1.1,2001-02-08,1700,T,77,5.1,293.8,32.9
31.775,-87.579,310.8,1.1,1,2001-02-08,1700,T,43,5.1,292.4,15.1
31.949,-88.845,320.1,1,1,2001-02-08,1701,T,72,5.1,290.1,22.9
31.872,-88.823,316.2,1,1,2001-02-08,1701,T,65,5.1,290.6,18.7
31.015,-84.715,323.2,1.6,1.2,2001-02-08,1701,T,76,5.1,296.4,46.1
30.929,-85.195,310.6,1.5,1.2,2001-02-08,1701,T,41,5.1,295.7,17
30.827,-84.707,316.7,1.6,1.2,2001-02-08,1701,T,66,5.1,295.5,32.4
30.635,-84.244,310.2,1.7,1.3,2001-02-08,1701,T,32,5.1,294.9,23.7
31.813,-92.188,315.1,1.1,1.1,2001-02-08,1701,T,56,5.1,291.9,17.9
30.863,-86.806,336.4,1.2,1.1,2001-02-08,1701,T,75,5.1,294.3,56.2
30.851,-86.796,353.9,1.2,1.1,2001-02-08,1701,T,97,5.1,296.7,103.8
30.851,-86.803,339.6,1.2,1.1,2001-02-08,1701,T,90,5.1,296,65.1
30.849,-86.79,324.9,1.2,1.1,2001-02-08,1701,T,66,5.1,294.8,33.8
30.754,-86.772,310.8,1.2,1.1,2001-02-08,1701,T,36,5.1,293.1,14.5
30.58,-86.838,363.2,1.2,1.1,2001-02-08,1701,T,100,5.1,296.5,142.3
30.578,-86.825,341.6,1.2,1.1,2001-02-08,1701,T,91,5.1,294.9,72
30.58,-86.844,337.2,1.2,1.1,2001-02-08,1701,T,88,5.1,293.8,61.7
30.578,-86.831,364.1,1.2,1.1,2001-02-08,1701,T,100,5.1,298.1,144.2
30.57,-86.846,337.3,1.2,1.1,2001-02-08,1701,T,88,5.1,295.3,61.9
30.568,-86.833,350.1,1.2,1.1,2001-02-08,1701,T,95,5.1,297.3,95.8
30.566,-86.821,310.5,1.2,1.1,2001-02-08,1701,T,39,5.1,295.4,12.7
30.388,-91.284,315.3,1,1,2001-02-08,1701,T,63,5.1,294.5,14.2
30.444,-92.618,319.3,1.1,1.1,2001-02-08,1701,T,71,5.1,294,24.1
30.169,-91.036,324.5,1,1,2001-02-08,1701,T,36,5.1,295.4,21.7
30.361,-92.615,310,1.1,1.1,2001-02-08,1701,T,13,5.1,292.7,11.9
30.143,-91.051,330.3,1,1,2001-02-08,1701,T,70,5.1,294.2,30.2
29.858,-90.793,314.2,1,1,2001-02-08,1701,T,60,5.1,293.4,13.8
29.797,-90.948,312.7,1,1,2001-02-08,1701,T,54,5.1,296,11.1
29.796,-90.938,314,1,1,2001-02-08,1701,T,60,5.1,295.6,12.5
29.731,-90.676,323.4,1,1,2001-02-08,1701,T,76,5.1,297.8,22.9
29.729,-90.666,318.6,1,1,2001-02-08,1701,T,70,5.1,296.8,16.9
29.648,-90.865,312.9,1,1,2001-02-08,1701,T,44,5.1,295.9,11.9
29.638,-90.863,321.2,1,1,2001-02-08,1701,T,74,5.1,296,22.2
29.642,-90.957,311.5,1,1,2001-02-08,1701,T,49,5.1,295.7,12.2
29.608,-90.848,310.8,1,1,2001-02-08,1701,T,44,5.1,296,10.8
29.479,-90.594,313.8,1,1,2001-02-08,1701,T,59,5.1,291.2,12.1
27.365,-81.866,324,3,1.6,2001-02-08,1701,T,77,5.1,299.6,101.4
27.364,-81.871,318.7,3,1.6,2001-02-08,1701,T,70,5.1,299.3,74.7
27.358,-81.842,316.9,3,1.6,2001-02-08,1701,T,67,5.1,298.7,64.3
26.892,-81.124,332.5,3.4,1.7,2001-02-08,1701,T,83,5.1,295,197.9
26.885,-81.09,316.8,3.5,1.8,2001-02-08,1701,T,39,5.1,297.8,74.6
26.877,-81.056,319.9,3.5,1.8,2001-02-08,1701,T,55,5.1,299.4,91.5
26.869,-81.094,335.3,3.5,1.8,2001-02-08,1701,T,87,5.1,299.5,224.5
26.862,-81.061,325,3.5,1.8,2001-02-08,1701,T,72,5.1,300.6,127.4
26.82,-81.148,315,3.4,1.7,2001-02-08,1701,T,62,5.1,297.5,65.5
36.027,-119.161,315.5,1.6,1.3,2001-02-08,1838,T,64,5.1,286.1,38.3
35.844,-119.145,310.8,1.6,1.3,2001-02-08,1839,T,43,5.1,285.1,28.9
28.418,-111.561,321.3,1.3,1.1,2001-02-08,1840,T,65,5.1,296.7,23.5
28.421,-111.566,318.9,1.3,1.1,2001-02-08,1840,T,0,5.1,296.6,18.4
26.728,-80.731,334.5,1.2,1.1,2001-02-09,359,T,100,5.1,289.4,62.2
26.885,-81.051,322.5,1.2,1.1,2001-02-09,400,T,100,5.1,288.9,38
28.763,-82.251,343.7,1.1,1,2001-02-09,400,T,100,5.1,285.9,74.1
28.761,-82.262,341.7,1.1,1,2001-02-09,400,T,100,5.1,286,68.9
28.76,-82.273,312,1.1,1,2001-02-09,400,T,77,5.1,285.8,22.4
28.773,-82.241,307.1,1.1,1,2001-02-09,400,T,51,5.1,284.5,18
28.772,-82.252,337.9,1.1,1,2001-02-09,400,T,100,5.1,285.3,62.4
28.771,-82.263,321.7,1.1,1,2001-02-09,400,T,100,5.1,286.3,33.9
28.769,-82.274,316,1.1,1,2001-02-09,400,T,90,5.1,287.1,27.1
33.95,-85.41,313.3,1,1,2001-02-09,402,T,82,5.1,276.4,24.2
37.593,-83.092,305.9,1.2,1.1,2001-02-09,402,T,38,5.1,281.1,20.7
30.481,-84.063,321.8,2.4,1.5,2001-02-09,1606,T,74,5.1,294.7,80.8
30.184,-81.449,310.7,1.6,1.2,2001-02-09,1606,T,42,5.1,286.3,25.8
30.133,-83.077,334.9,2,1.4,2001-02-09,1606,T,87,5.1,286.3,117.6
29.31,-82.465,317.7,1.8,1.3,2001-02-09,1606,T,68,5.1,290.3,40.9
29.308,-82.447,310.7,1.8,1.3,2001-02-09,1606,T,42,5.1,290.9,22.3
29.301,-82.455,319.7,1.8,1.3,2001-02-09,1606,T,70,5.1,292.2,41.2
28.919,-81.979,326.9,1.6,1.3,2001-02-09,1606,T,80,5.1,292.9,54.9
28.766,-82.251,327.2,1.7,1.3,2001-02-09,1606,T,80,5.1,298.9,58.9
28.756,-82.27,311.9,1.7,1.3,2001-02-09,1606,T,51,5.1,297.8,19.9
28.755,-82.253,323.5,1.7,1.3,2001-02-09,1606,T,76,5.1,297.4,49.6
27.831,-81.922,328.3,1.6,1.2,2001-02-09,1606,T,81,5.1,297.6,55.1
27.829,-81.906,317.6,1.6,1.2,2001-02-09,1606,T,68,5.1,297.1,28.6
27.82,-81.923,354.2,1.6,1.2,2001-02-09,1606,T,97,5.1,298.6,146.4
27.818,-81.908,338.4,1.6,1.2,2001-02-09,1606,T,89,5.1,298,83.1
27.796,-81.91,317.6,1.6,1.2,2001-02-09,1606,T,68,5.1,298.2,28.9
27.245,-81.253,316.5,1.4,1.2,2001-02-09,1606,T,58,5.1,299.1,18.1
26.888,-81.052,351.8,1.3,1.1,2001-02-09,1606,T,96,5.1,301.2,104
26.886,-81.038,350.2,1.3,1.1,2001-02-09,1606,T,95,5.1,301.2,99
26.727,-80.723,328.4,1.3,1.1,2001-02-09,1606,T,45,5.1,302,36.2
26.728,-80.729,323.8,1.3,1.1,2001-02-09,1606,T,0,5.1,302.1,29.7
26.714,-80.862,316.2,1.3,1.1,2001-02-09,1606,T,46,5.1,298.8,16.7
26.524,-81.482,326.8,1.4,1.2,2001-02-09,1607,T,77,5.1,297.4,37.7
31.823,-97.336,320.9,1.2,1.1,2001-02-09,1744,T,73,5.1,284.9,37.8
31.821,-97.324,319.3,1.2,1.1,2001-02-09,1744,T,71,5.1,284.6,35.6
29.107,-100.671,312,1,1,2001-02-09,1745,T,48,5.1,292.5,11.5
29.087,-100.664,361.9,1,1,2001-02-09,1745,T,100,5.1,297.1,100.8
29.086,-100.654,312.5,1,1,2001-02-09,1745,T,49,5.1,295.1,11.2
34.308,-82.682,321.3,1.2,1.1,2001-02-10,1647,T,74,5.1,291.7,32.9
34.492,-112.686,315.2,1.1,1,2001-02-10,1826,T,63,5.1,288.9,20.4
33.41,-110.869,328.2,1,1,2001-02-10,1827,T,81,5.1,277.6,39.5
33.409,-110.858,315.9,1,1,2001-02-10,1827,T,65,5.1,277.1,24.1
32.722,-111.521,312.8,1,1,2001-02-10,1827,T,56,5.1,286,17.1
29.115,-111.585,311.2,1,1,2001-02-10,1828,T,25,5.1,292.8,7.3
27.872,-109.441,310.4,1.2,1.1,2001-02-10,1828,T,37,5.1,299.3,7.5
26.701,-80.401,326.3,1.9,1.4,2001-02-11,1554,T,79,5.1,293.6,62.3
26.699,-80.382,313.7,1.9,1.4,2001-02-11,1554,T,25,5.1,291.9,23.9
26.689,-80.403,317.3,1.9,1.4,2001-02-11,1554,T,60,5.1,294,36.2
26.697,-80.409,319.1,1.9,1.4,2001-02-11,1554,T,65,5.1,292,40.6
26.695,-80.39,325.3,1.9,1.4,2001-02-11,1554,T,68,5.1,292.1,61.9
26.481,-80.808,318.5,2,1.4,2001-02-11,1554,T,66,5.1,293.7,45.1
32.804,-114.506,314.7,2.2,1.4,2001-02-11,1910,T,62,5.1,293.1,45.5
29.714,-92.297,315.2,1,1,2001-02-12,431,T,87,5.1,281.2,22.9
28.178,-80.779,316.4,1.3,1.1,2001-02-12,1637,T,66,5.1,297.6,18.8
27.609,-80.464,312.2,1.4,1.2,2001-02-12,1637,T,51,5.1,298.6,9.7
27.746,-82.44,315.6,1.1,1.1,2001-02-12,1637,T,56,5.1,296.7,14.3
27.6,-81.671,313.9,1.2,1.1,2001-02-12,1637,T,55,5.1,300.6,10.2
27.175,-81.352,313.7,1.3,1.1,2001-02-12,1637,T,46,5.1,295.8,10.5
26.778,-81.027,364.4,1.3,1.1,2001-02-12,1637,T,100,5.1,299.9,153.6
26.781,-81.032,348.4,1.3,1.1,2001-02-12,1637,T,94,5.1,297.4,90.7
26.779,-81.019,332.3,1.3,1.2,2001-02-12,1637,T,85,5.1,299.5,44.5
26.675,-80.482,318.5,1.5,1.2,2001-02-12,1637,T,70,5.1,295.8,22.5
26.673,-80.468,323.5,1.5,1.2,2001-02-12,1637,T,76,5.1,296.2,35.6
26.68,-81.462,326.1,1.3,1.1,2001-02-12,1637,T,79,5.1,299.5,31.9
26.677,-81.45,323.4,1.3,1.1,2001-02-12,1637,T,76,5.1,299.2,26.3
26.475,-80.887,328.7,1.4,1.2,2001-02-12,1637,T,82,5.1,299.3,38
26.48,-80.892,322.7,1.4,1.2,2001-02-12,1637,T,72,5.1,296.8,28
26.477,-80.879,320.1,1.4,1.2,2001-02-12,1637,T,33,5.1,300.6,23.8
26.439,-81.206,316.1,1.3,1.1,2001-02-12,1637,T,65,5.1,295,18.2
29.367,-110.957,321.4,1.1,1,2001-02-12,1815,T,74,5.1,301.5,18
28.965,-111.397,320,1.1,1.1,2001-02-12,1816,T,72,5.1,302.1,14.9
26.89,-101.453,311.3,1,1,2001-02-13,514,T,74,5.1,281.7,21.1
33.003,-110.774,319.7,2,1.4,2001-02-13,516,T,99,5.1,279.8,84.4
43.402,-103.58,311.4,1.2,1.1,2001-02-13,518,T,75,5.1,268.8,33.8
29.546,-83.265,316.8,4.4,1.9,2001-02-13,1719,T,67,5.1,292.1,150
35.277,-82.189,325.1,1.1,1.1,2001-02-14,1623,T,78,5.1,277.6,41.5
29.756,-82.724,311.2,1.1,1,2001-02-14,1624,T,47,5.1,292,9.3
29.15,-82.06,320,1,1,2001-02-14,1624,T,72,5.1,298.2,17.3
29.205,-82.519,312.9,1,1,2001-02-14,1624,T,45,5.1,298.5,6.4
29.192,-82.424,351.3,1,1,2001-02-14,1624,T,96,5.1,301.5,68.8
29.181,-82.415,316.1,1,1,2001-02-14,1624,T,62,5.1,296.4,10.4
28.981,-81.264,311.1,1,1,2001-02-14,1624,T,46,5.1,297.7,8
28.118,-81.926,318.8,1,1,2001-02-14,1624,T,70,5.1,301.6,13.5
27.814,-80.684,327.4,1,1,2001-02-14,1624,T,76,5.1,298.4,28.5
27.812,-80.674,327.1,1,1,2001-02-14,1624,T,80,5.1,297.7,27.3
27.719,-81.275,347.8,1,1,2001-02-14,1625,T,89,5.1,300.1,56.7
27.717,-81.265,341.6,1,1,2001-02-14,1625,T,86,5.1,301,45.1
27.592,-80.444,320,1,1,2001-02-14,1625,T,72,5.1,298.2,16.6
27.59,-80.434,316.8,1,1,2001-02-14,1625,T,67,5.1,297.8,13
27.708,-81.267,346.4,1,1,2001-02-14,1625,T,93,5.1,298.5,55
27.707,-81.257,346.9,1,1,2001-02-14,1625,T,94,5.1,302.5,56.9
27.597,-81.386,321.7,1,1,2001-02-14,1625,T,72,5.1,299.1,16.8
27.237,-82.145,315.2,1,1,2001-02-14,1625,T,58,5.1,295.6,10
27.021,-81.729,317.8,1,1,2001-02-14,1625,T,60,5.1,300.1,10.5
26.942,-81.76,326.9,1,1,2001-02-14,1625,T,72,5.1,301,21
26.933,-81.761,321,1,1,2001-02-14,1625,T,53,5.1,299.9,12.7
26.539,-81.47,336.8,1,1,2001-02-14,1625,T,88,5.1,301.2,37.5
26.305,-81.382,321,1,1,2001-02-14,1625,T,73,5.1,300.8,16.5
39.031,-122.709,318,1.5,1.2,2001-02-14,1939,T,52,5.1,284.8,42.9
46.691,-110.005,322.5,1.3,1.1,2001-02-15,507,T,100,5.1,265.3,58.2
31.633,-88.718,313.9,1.1,1.1,2001-02-15,1707,T,45,5.1,284,21.5
31.631,-88.706,310.5,1.1,1.1,2001-02-15,1707,T,34,5.1,286.2,17.6
29.847,-82.045,326.5,3.2,1.7,2001-02-15,1707,T,60,5.1,289.4,161.9
29.748,-90.564,310,1,1,2001-02-15,1707,T,15,5.1,293.7,9
27.554,-81.949,319,3.7,1.8,2001-02-15,1707,T,70,5.1,292.1,109.2
33.627,-114.517,317.4,1,1,2001-02-15,1845,T,68,5.1,294.5,18
28.647,-111.816,320.5,1.6,1.2,2001-02-15,1846,T,0,5.1,300.5,27.6
26.437,-109.013,310.4,2.7,1.6,2001-02-15,1847,T,32,5.1,299.1,21.9
26.433,-109.019,310,2.7,1.6,2001-02-15,1847,T,17,5.1,298.3,21.5
25.921,-108.342,313.9,3.1,1.7,2001-02-15,1847,T,59,5.1,302.6,49.4
28.209,-81.767,312.9,1.3,1.1,2001-02-16,406,T,80,5.1,290.5,29.5
28.207,-81.78,328.4,1.3,1.1,2001-02-16,406,T,100,5.1,291.1,58.4
29.926,-89.982,322.5,1.3,1.1,2001-02-16,407,T,100,5.1,286.1,42.9
29.936,-89.984,315,1.3,1.1,2001-02-16,407,T,87,5.1,287.3,29.5
34.32,-79.681,312.3,1.2,1.1,2001-02-16,1610,T,54,5.1,295,14.3
33.013,-79.88,312.8,1.1,1.1,2001-02-16,1611,T,56,5.1,293,15.1
29.199,-81.908,310.5,1.3,1.1,2001-02-16,1612,T,37,5.1,297.7,11.6
28.207,-81.776,323.2,1.3,1.1,2001-02-16,1612,T,67,5.1,298.4,25.7
27.558,-81.962,322.6,1.3,1.1,2001-02-16,1612,T,75,5.1,300,25.1
27.29,-81.026,321.8,1.1,1.1,2001-02-16,1612,T,73,5.1,303.3,16.7
27.28,-81.028,320.4,1.1,1.1,2001-02-16,1612,T,65,5.1,303.4,14.7
27.188,-82.016,340,1.3,1.1,2001-02-16,1612,T,90,5.1,303.6,59.4
26.847,-82.22,312.6,1.3,1.1,2001-02-16,1612,T,55,5.1,298.9,11.3
26.846,-82.208,319.4,1.3,1.1,2001-02-16,1612,T,71,5.1,300.1,21.5
26.533,-80.497,387,1.1,1,2001-02-16,1613,T,87,5.1,302.5,198.3
26.524,-80.498,370.8,1.1,1,2001-02-16,1613,T,94,5.1,299.9,131.1
26.488,-80.915,351.9,1.1,1,2001-02-16,1613,T,91,5.1,298.7,75.8
32.999,-102.815,312.5,1,1,2001-02-16,1750,T,54,5.1,287.9,13.6
30.493,-109.631,312.7,2.1,1.4,2001-02-16,1750,T,52,5.1,276.7,57.4
28.931,-104.674,317.1,1.1,1,2001-02-16,1751,T,67,5.1,301.2,11.1
26.889,-101.452,314.9,1.1,1,2001-02-16,1751,T,55,5.1,303.3,7.7
26.571,-99.899,311.1,1.3,1.1,2001-02-16,1751,T,46,5.1,298.2,12.5
35.656,-119.949,314.5,1.6,1.3,2001-02-16,1927,T,61,5.1,292.3,33.4
28.295,-81.067,319.1,3,1.7,2001-02-17,311,T,97,5.1,286.7,134
28.289,-81.097,309,3,1.7,2001-02-17,311,T,64,5.1,285.7,81.4
28.309,-81.071,324.8,3,1.7,2001-02-17,311,T,100,5.1,286.6,166.2
28.303,-81.101,312.4,3,1.7,2001-02-17,311,T,78,5.1,286.4,93.4
28.295,-81.074,328.2,3,1.7,2001-02-17,311,T,100,5.1,287.1,190.3
28.309,-81.078,324.9,3,1.7,2001-02-17,311,T,100,5.1,286.5,168.9
28.216,-81.719,306.3,3.4,1.7,2001-02-17,311,T,43,5.1,290.2,72.3
28.209,-81.752,332.6,3.4,1.7,2001-02-17,311,T,100,5.1,292.3,256.6
28.201,-81.786,311.8,3.4,1.7,2001-02-17,311,T,76,5.1,288.5,101.2
28.231,-81.724,307.6,3.4,1.7,2001-02-17,311,T,56,5.1,289.5,79.4
28.224,-81.757,324.7,3.4,1.7,2001-02-17,311,T,100,5.1,289.6,190.9
28.227,-81.727,324.1,3.4,1.7,2001-02-17,311,T,100,5.1,290.7,180.3
28.219,-81.76,324.2,3.4,1.7,2001-02-17,311,T,100,5.1,290.7,183.3
31.627,-88.709,310.8,1,1,2001-02-17,1654,T,43,5.1,284.9,17.6
29.813,-91.572,312.1,1.2,1.1,2001-02-17,1655,T,37,5.1,285.3,19.4
29.811,-91.56,344.7,1.2,1.1,2001-02-17,1655,T,92,5.1,286.8,78.4
29.809,-91.567,313.3,1.2,1.1,2001-02-17,1655,T,57,5.1,284.7,23.1
29.778,-93.078,346.7,1.4,1.2,2001-02-17,1655,T,94,5.1,286.7,113.8
29.777,-93.063,327.8,1.4,1.2,2001-02-17,1655,T,81,5.1,285.4,60.2
29.482,-91.055,310.4,1.1,1,2001-02-17,1655,T,38,5.1,286.6,17.9
29.321,-91.082,316.4,1.1,1,2001-02-17,1655,T,50,5.1,286.9,26
29.622,-94.352,314.1,1.7,1.3,2001-02-17,1655,T,60,5.1,284.6,39.7
29.611,-94.353,311.2,1.7,1.3,2001-02-17,1655,T,47,5.1,284.4,33.4
26.63,-80.932,376.1,2.8,1.6,2001-02-17,1655,T,100,5.1,301.2,623.1
26.625,-80.905,330.2,2.8,1.6,2001-02-17,1655,T,83,5.1,300,115
26.628,-80.938,366.2,2.8,1.6,2001-02-17,1655,T,100,5.1,300.5,471.4
26.622,-80.911,345.3,2.8,1.6,2001-02-17,1655,T,93,5.1,299.9,234.1
26.538,-80.881,320,2.9,1.6,2001-02-17,1655,T,72,5.1,302.8,48.5
34.226,-106.324,318,1.7,1.3,2001-02-17,1832,T,69,5.1,284.9,50.7
28.42,-111.57,319.4,1.1,1.1,2001-02-17,1834,T,0,5.1,288.2,25.8
27.855,-80.766,325.1,1.1,1,2001-02-18,353,T,100,5.1,287,34.4
27.854,-80.777,308.9,1.1,1,2001-02-18,353,T,34,5.1,286.5,15.8
27.866,-80.757,306.8,1.1,1,2001-02-18,353,T,21,5.1,286.9,13.5
27.864,-80.768,332.1,1.1,1,2001-02-18,353,T,100,5.1,287.5,46.6
28.176,-81.738,308.4,1,1,2001-02-18,354,T,34,5.1,283.8,13.4
28.175,-81.749,326.8,1,1,2001-02-18,354,T,100,5.1,285.1,34.8
28.174,-81.759,328.8,1,1,2001-02-18,354,T,80,5.1,286.1,36.7
28.187,-81.73,326.4,1,1,2001-02-18,354,T,88,5.1,289.6,32.7
28.185,-81.74,341.9,1,1,2001-02-18,354,T,100,5.1,291,57.3
28.184,-81.75,391.8,1,1,2001-02-18,354,T,100,5.1,301.9,220.5
28.183,-81.76,394.6,1,1,2001-02-18,354,T,100,5.1,299.9,234.1
28.181,-81.771,327.7,1,1,2001-02-18,354,T,75,5.1,286.1,35
28.198,-81.711,327.2,1,1,2001-02-18,354,T,100,5.1,290.5,36
28.197,-81.721,335.6,1,1,2001-02-18,354,T,100,5.1,292.5,46.6
28.196,-81.731,324.9,1,1,2001-02-18,354,T,78,5.1,288.9,30.4
28.194,-81.742,343.3,1,1,2001-02-18,354,T,100,5.1,291.4,58.9
28.193,-81.752,384.8,1,1,2001-02-18,354,T,100,5.1,299.3,186.6
28.192,-81.762,426.7,1,1,2001-02-18,354,T,100,5.1,313.6,457.4
28.19,-81.772,371.7,1,1,2001-02-18,354,T,100,5.1,294.6,136.4
28.206,-81.723,324.4,1,1,2001-02-18,354,T,91,5.1,290.9,29.5
28.205,-81.733,327.1,1,1,2001-02-18,354,T,62,5.1,291.6,32.1
28.203,-81.743,341.4,1,1,2001-02-18,354,T,99,5.1,295,53.6
28.202,-81.753,351.2,1,1,2001-02-18,354,T,100,5.1,296.6,74.8
28.201,-81.764,356.1,1,1,2001-02-18,354,T,100,5.1,297.1,84.5
28.199,-81.774,338.6,1,1,2001-02-18,354,T,97,5.1,292.9,49.6
28.214,-81.734,323.4,1,1,2001-02-18,354,T,77,5.1,290.2,24.5
28.211,-81.755,325.5,1,1,2001-02-18,354,T,40,5.1,292.3,27.3
28.225,-81.716,326.7,1,1,2001-02-18,354,T,100,5.1,288.1,35.6
28.224,-81.726,314.8,1,1,2001-02-18,354,T,27,5.1,287.1,19.1
28.232,-81.733,306,1,1,2001-02-18,354,T,41,5.1,285.4,14.4
28.227,-81.774,321.4,1,1,2001-02-18,354,T,100,5.1,286.7,30.8
30.595,-86.784,311.4,1.3,1.1,2001-02-18,354,T,75,5.1,280.3,30.3
30.593,-86.797,343.6,1.3,1.1,2001-02-18,354,T,100,5.1,281.7,95.4
30.594,-86.789,328.8,1.3,1.1,2001-02-18,354,T,100,5.1,281.9,60.2
30.592,-86.802,323.6,1.3,1.1,2001-02-18,354,T,100,5.1,279.4,49.5
27.87,-80.746,321.5,1.6,1.3,2001-02-18,1600,T,48,5.1,296.4,32.8
27.86,-80.764,381.2,1.7,1.3,2001-02-18,1600,T,100,5.1,300,332.3
27.858,-80.748,408.2,1.6,1.3,2001-02-18,1600,T,100,5.1,306.5,624
27.849,-80.766,373.1,1.7,1.3,2001-02-18,1600,T,100,5.1,298.1,269
27.847,-80.749,399.6,1.6,1.3,2001-02-18,1600,T,100,5.1,305,516.5
27.836,-80.751,366.6,1.6,1.3,2001-02-18,1600,T,94,5.1,300,227.9
27.834,-80.734,356.8,1.6,1.3,2001-02-18,1600,T,85,5.1,299,168.3
26.615,-80.51,325.2,1.5,1.2,2001-02-18,1600,T,78,5.1,295,36.6
26.613,-80.494,394.3,1.5,1.2,2001-02-18,1600,T,100,5.1,301.2,409.3
26.611,-80.5,376.6,1.5,1.2,2001-02-18,1600,T,100,5.1,299.3,263.6
26.609,-80.485,350.8,1.5,1.2,2001-02-18,1600,T,96,5.1,296.2,122.4
32.722,-98.463,312.5,1,1,2001-02-18,1737,T,54,5.1,279.9,19.8
29.652,-90.802,319.8,2.8,1.6,2001-02-18,1738,T,72,5.1,289.2,104.9
29.646,-90.775,332.8,2.8,1.6,2001-02-18,1738,T,85,5.1,290.2,183.4
29.293,-98.384,311.3,1,1,2001-02-18,1738,T,48,5.1,292.3,13
27.353,-98.693,323.9,1.1,1,2001-02-18,1739,T,77,5.1,297.3,24
27.352,-98.682,311.2,1.1,1,2001-02-18,1739,T,47,5.1,296.7,8.3
26.889,-101.461,312.1,1,1,2001-02-18,1739,T,52,5.1,298.1,8.1
26.887,-101.45,312.7,1,1,2001-02-18,1739,T,55,5.1,297.3,9.3
25.861,-97.38,312.2,1.2,1.1,2001-02-18,1739,T,47,5.1,296.6,11.9
26.018,-98.476,328,1.1,1,2001-02-18,1739,T,81,5.1,295,33
35.244,-118.882,317.8,1.3,1.1,2001-02-18,1915,T,68,5.1,291.5,24
29.735,-90.466,334.8,1.2,1.1,2001-02-19,437,T,100,5.1,276.7,72.7
30.174,-93.359,305.7,1,1,2001-02-19,437,T,35,5.1,278.4,16.7
30.183,-93.361,317.4,1,1,2001-02-19,437,T,93,5.1,279.5,28
